match_type,player_name,batting_style,main_role,matches,batting_runs,bf,fours,sixes,sr,bat_position,dismissal,opposition,ground,pitch_type,date,weather,bowling_style,overs,mdns,runs_conceded,wicket_taken,econ,bowling_pos
odi,pathum_nissanka,right hand batsman,batsman,1,0,1,0,0,0.0,1,lbw, India,Wankhede,Batting Friendly,2023-11-02,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,41,36,8,0,113.88,1,bowled, Bangladesh,Delhi,Balanced,2023-11-06,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,2,8,0,0,25.0,1,caught, New Zealand,Bengaluru,Batting Friendly,2023-11-09,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,210,139,20,8,151.07,1,not out, Afghanistan,Pallekele,Balanced,2024-02-09,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,18,17,3,0,105.88,1,lbw, Afghanistan,Pallekele,Balanced,2024-02-11,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,118,101,16,2,116.83,1,caught, Afghanistan,Pallekele,Balanced,2024-02-14,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,36,28,5,1,128.57,1,caught, Bangladesh,Chattogram,Spin Friendly,2024-03-13,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,114,113,13,3,100.88,1,caught, Bangladesh,Chattogram,Spin Friendly,2024-03-15,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,1,8,0,0,12.5,1,lbw, Bangladesh,Chattogram,Spin Friendly,2024-03-18,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,56,75,9,0,74.66,1,lbw, India,Colombo (RPS),Spin Friendly,2024-08-02,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,0,1,0,0,0.0,1,caught, India,Colombo (RPS),Spin Friendly,2024-08-04,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,45,65,5,2,69.23,1,caught, India,Colombo (RPS),Spin Friendly,2024-08-07,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,56,62,8,1,90.32,1,run out, West Indies,Pallekele,Balanced,2024-10-26,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,12,10,3,0,120.0,1,caught, New Zealand,Dambulla,Balanced,2024-11-13,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,28,33,4,0,84.84,1,caught, New Zealand,Pallekele,Balanced,2024-11-17,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,9,18,0,1,50.0,1,caught, New Zealand,Wellington,Fast Bowling Friendly,2025-01-05,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,1,6,0,0,16.66,1,caught, New Zealand,Hamilton,Batting Friendly,2025-01-08,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,66,42,6,5,157.14,1,caught, New Zealand,Auckland,Batting Friendly,2025-01-11,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,4,5,1,0,80.0,1,caught, Australia,Colombo (RPS),Spin Friendly,2025-02-12,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,6,20,1,0,30.0,1,bowled, Australia,Colombo (RPS),Spin Friendly,2025-02-14,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,0,8,0,0,0.0,1,caught, Bangladesh,Colombo (RPS),Spin Friendly,2025-07-02,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,5,8,1,0,62.5,2,lbw, Bangladesh,Colombo (RPS),Spin Friendly,2025-07-05,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,35,47,4,0,74.46,1,caught, Bangladesh,Pallekele,Balanced,2025-07-08,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,76,92,12,0,82.6,1,caught, Zimbabwe,Harare,Batting Friendly,2025-08-29,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,122,136,16,0,89.7,1,caught, Zimbabwe,Harare,Batting Friendly,2025-08-31,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,29,39,3,0,74.35,1,caught, Pakistan,Rawalpindi,Batting Friendly,2025-11-11,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,24,31,4,0,77.41,1,run out, Pakistan,Rawalpindi,Batting Friendly,2025-11-14,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,pathum_nissanka,right hand batsman,batsman,1,24,27,4,0,88.88,1,bowled, Pakistan,Rawalpindi,Batting Friendly,2025-11-16,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,51,59,8,0,86.44,3,caught, Ireland,Dublin (Malahide),Balanced,2016-06-16,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,8,7,1,0,114.28,8,caught, Ireland,Dublin (Malahide),Balanced,2016-06-18,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,17,14,2,1,121.42,3,caught, England,Nottingham,Balanced,2016-06-21,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,9,0,0,0.0,3,lbw, England,Birmingham,Balanced,2016-06-24,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,53,66,5,1,80.3,3,caught, England,Bristol,Balanced,2016-06-26,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,77,64,13,0,120.31,3,caught, England,The Oval,Batting Friendly,2016-06-29,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,22,34,2,0,64.7,3,run out, England,Cardiff,Balanced,2016-07-02,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,67,95,6,0,70.52,3,caught, Australia,Colombo (RPS),Spin Friendly,2016-08-21,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,69,69,9,0,100.0,3,lbw, Australia,Colombo (RPS),Spin Friendly,2016-08-24,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,4,2,1,0,200.0,3,caught, Australia,Dambulla,Balanced,2016-08-28,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,1,8,0,0,12.5,3,caught, Australia,Dambulla,Balanced,2016-08-31,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,33,36,5,1,91.66,3,caught, Australia,Pallekele,Balanced,2016-09-04,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,12,8,1,1,150.0,4,not out, Zimbabwe,Harare,Batting Friendly,2016-11-14,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,4,6,1,0,66.66,4,caught, West Indies,Harare,Batting Friendly,2016-11-16,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,0,0,0,0.0,0,-, Zimbabwe,Bulawayo,Balanced,2016-11-21,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,94,73,7,5,128.76,4,caught, West Indies,Bulawayo,Balanced,2016-11-23,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,57,72,10,0,79.16,4,caught, Zimbabwe,Bulawayo,Balanced,2016-11-27,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,62,94,10,0,65.95,3,lbw, South Africa,Gqeberha,Balanced,2017-01-28,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,20,22,3,0,90.9,3,caught, South Africa,Durban,Balanced,2017-02-01,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,4,7,0,0,57.14,3,caught, South Africa,Johannesburg,Fast Bowling Friendly,2017-02-04,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,29,34,3,0,85.29,3,caught, South Africa,Cape Town,Spin Friendly,2017-02-07,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,1,7,0,0,14.28,3,caught, South Africa,Centurion,Fast Bowling Friendly,2017-02-10,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,4,17,0,0,23.52,3,caught, Bangladesh,Dambulla,Balanced,2017-03-25,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,102,107,9,1,95.32,3,caught, Bangladesh,Dambulla,Balanced,2017-03-28,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,54,76,4,0,71.05,3,caught, Bangladesh,Colombo (SSC),Spin Friendly,2017-04-01,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,11,10,2,0,110.0,3,caught, South Africa,The Oval,Batting Friendly,2017-06-03,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,89,93,11,1,95.69,3,run out, India,The Oval,Batting Friendly,2017-06-08,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,27,29,4,0,93.1,3,bowled, Pakistan,Cardiff,Balanced,2017-06-12,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,86,80,8,1,107.5,3,caught, Zimbabwe,Galle,Spin Friendly,2017-06-30,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,1,0,0,0.0,3,caught, Zimbabwe,Galle,Spin Friendly,2017-07-02,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,28,25,2,0,112.0,3,not out, Zimbabwe,Hambantota,Spin Friendly,2017-07-06,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,1,0,0,0.0,6,caught, Zimbabwe,Hambantota,Spin Friendly,2017-07-08,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,1,8,0,0,12.5,3,caught, Zimbabwe,Hambantota,Spin Friendly,2017-07-10,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,36,37,5,0,97.29,3,bowled, India,Dambulla,Balanced,2017-08-20,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,19,48,2,0,39.58,3,lbw, India,Pallekele,Balanced,2017-08-24,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,1,10,0,0,10.0,3,caught, India,Pallekele,Balanced,2017-08-27,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,1,7,0,0,14.28,3,run out, India,Colombo (RPS),Spin Friendly,2017-08-31,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,2,8,0,0,25.0,5,caught, Pakistan,Dubai (DICS),Spin Friendly,2017-10-13,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,10,24,1,0,41.66,3,caught, Pakistan,Abu Dhabi,Spin Friendly,2017-10-16,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,4,0,0,0.0,3,caught, Zimbabwe,Mirpur,Spin Friendly,2018-01-17,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,19,34,1,0,55.88,3,caught, Bangladesh,Mirpur,Spin Friendly,2018-01-19,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,36,44,4,0,81.81,3,bowled, Zimbabwe,Mirpur,Spin Friendly,2018-01-21,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,0,0,0,0.0,0,-, Bangladesh,Mirpur,Spin Friendly,2018-01-25,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,28,9,2,3,311.11,3,caught, Bangladesh,Mirpur,Spin Friendly,2018-01-27,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,3,6,0,0,50.0,3,caught, South Africa,Dambulla,Balanced,2018-07-29,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,1,0,0,0.0,3,lbw, South Africa,Dambulla,Balanced,2018-08-01,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,31,34,4,0,91.17,4,caught, South Africa,Pallekele,Balanced,2018-08-05,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,14,13,0,1,107.69,3,lbw, South Africa,Pallekele,Balanced,2018-08-08,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,38,43,5,0,88.37,4,caught, South Africa,Colombo (RPS),Spin Friendly,2018-08-12,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,1,0,0,0.0,2,lbw, Bangladesh,Dubai (DICS),Spin Friendly,2018-09-15,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,2,0,0,0.0,1,lbw, Afghanistan,Abu Dhabi,Spin Friendly,2018-09-17,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,1,0,0,0.0,3,bowled, England,Pallekele,Balanced,2018-10-17,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,5,14,0,0,35.71,4,lbw, England,Pallekele,Balanced,2018-10-20,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,56,33,1,6,169.69,4,caught, England,Colombo (RPS),Spin Friendly,2018-10-23,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,18,20,2,0,90.0,4,caught, New Zealand,Mount Maunganui,Batting Friendly,2019-01-03,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,20,30,2,0,66.66,4,caught, New Zealand,Mount Maunganui,Batting Friendly,2019-01-05,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,0,0,0,0.0,4,run out, New Zealand,Nelson,Batting Friendly,2019-01-08,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,60,73,5,1,82.19,5,caught, South Africa,Johannesburg,Fast Bowling Friendly,2019-03-03,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,24,31,2,0,77.41,5,run out, South Africa,Centurion,Fast Bowling Friendly,2019-03-06,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,41,31,4,2,132.25,4,caught, South Africa,Durban,Balanced,2019-03-10,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,21,42,1,0,50.0,4,caught, South Africa,Gqeberha,Balanced,2019-03-13,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,56,84,3,0,66.66,4,run out, South Africa,Cape Town,Spin Friendly,2019-03-16,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,66,56,4,3,117.85,3,bowled, Scotland,Edinburgh,Balanced,2019-05-21,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,1,0,0,0.0,4,caught, New Zealand,Cardiff,Balanced,2019-06-01,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,2,2,0,0,100.0,4,caught, Afghanistan,Cardiff,Balanced,2019-06-04,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,30,37,0,2,81.08,4,caught, Australia,The Oval,Batting Friendly,2019-06-15,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,46,68,2,0,67.64,4,caught, England,Leeds,Balanced,2019-06-21,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,23,51,2,0,45.09,4,caught, South Africa,Chester-le-Street,Balanced,2019-06-28,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,39,41,4,0,95.12,4,caught, West Indies,Chester-le-Street,Balanced,2019-07-01,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,3,13,0,0,23.07,4,stumped, India,Leeds,Balanced,2019-07-06,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,43,49,4,0,87.75,4,caught, Bangladesh,Colombo (RPS),Spin Friendly,2019-07-26,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,41,74,4,0,55.4,4,not out, Bangladesh,Colombo (RPS),Spin Friendly,2019-07-28,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,54,58,5,1,93.1,4,caught, Bangladesh,Colombo (RPS),Spin Friendly,2019-07-31,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,20,25,2,1,80.0,4,caught, West Indies,Colombo (SSC),Spin Friendly,2020-02-22,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,119,119,12,0,100.0,4,caught, West Indies,Hambantota,Spin Friendly,2020-02-26,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,55,48,6,1,114.58,4,caught, West Indies,Pallekele,Balanced,2020-03-01,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,24,36,2,0,66.66,4,caught, Bangladesh,Mirpur,Spin Friendly,2021-05-23,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,15,22,0,1,68.18,4,lbw, Bangladesh,Mirpur,Spin Friendly,2021-05-25,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,22,36,0,1,61.11,4,caught, Bangladesh,Mirpur,Spin Friendly,2021-05-28,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,26,24,6,0,108.33,2,caught, Zimbabwe,Pallekele,Balanced,2022-01-16,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,7,9,1,0,77.77,2,bowled, Zimbabwe,Pallekele,Balanced,2022-01-18,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,36,51,4,0,70.58,2,caught, Zimbabwe,Pallekele,Balanced,2022-01-21,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,86,87,8,1,98.85,3,not out, Australia,Pallekele,Balanced,2022-06-14,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,36,41,2,1,87.8,3,caught, Australia,Pallekele,Balanced,2022-06-16,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,87,85,8,0,102.35,3,retired notout, Australia,Colombo (RPS),Spin Friendly,2022-06-19,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,14,21,1,1,66.66,3,bowled, Australia,Colombo (RPS),Spin Friendly,2022-06-21,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,26,40,3,0,65.0,3,hit wicket, Australia,Colombo (RPS),Spin Friendly,2022-06-24,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,1,5,0,0,20.0,2,lbw, Afghanistan,Pallekele,Balanced,2022-11-25,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,2,8,0,0,25.0,2,not out, Afghanistan,Pallekele,Balanced,2022-11-27,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,67,61,8,1,109.83,2,caught, Afghanistan,Pallekele,Balanced,2022-11-30,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,4,0,0,0.0,3,bowled, India,Guwahati,Batting Friendly,2023-01-10,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,34,34,3,1,100.0,3,lbw, India,Eden Gardens,Balanced,2023-01-12,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,4,7,1,0,57.14,3,caught, India,Thiruvananthapuram,Balanced,2023-01-15,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,16,0,0,0.0,3,caught, New Zealand,Auckland,Batting Friendly,2023-03-25,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,6,0,0,0.0,3,caught, New Zealand,Hamilton,Batting Friendly,2023-03-31,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,11,17,2,0,64.7,3,caught, Afghanistan,Hambantota,Spin Friendly,2023-06-02,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,78,75,7,1,104.0,3,caught, Afghanistan,Hambantota,Spin Friendly,2023-06-04,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,11,17,1,0,64.7,3,not out, Afghanistan,Hambantota,Spin Friendly,2023-06-07,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,78,63,10,0,123.8,3,caught, U.A.E.,Bulawayo,Balanced,2023-06-19,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,0,0,0,0.0,0,-, Oman,Bulawayo,Balanced,2023-06-23,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,0,1,0,0,0.0,3,lbw, Ireland,Bulawayo,Balanced,2023-06-25,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,1,16,0,0,6.25,3,caught, Scotland,Bulawayo,Balanced,2023-06-27,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,10,14,1,0,71.42,3,lbw, Netherlands,Bulawayo,Balanced,2023-06-30,hot,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,25,42,2,0,59.52,3,not out, Zimbabwe,Bulawayo,Balanced,2023-07-02,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,34,43,3,0,79.06,3,not out, West Indies,Harare,Batting Friendly,2023-07-07,humid,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,43,52,5,1,82.69,3,lbw, Netherlands,Harare,Batting Friendly,2023-07-09,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,5,21,1,0,23.8,3,bowled, Bangladesh,Pallekele,Balanced,2023-08-31,cloudy,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
odi,kusal_mendis,right hand batsman,wk batsman,1,92,84,6,3,109.52,3,run out, Afghanistan,Lahore,Batting Friendly,2023-09-05,dry,No_Bowling,0.0,0.0,0.0,0,0.0,0.0
